Timestamp	Text	Latitude	Longitude
2012-10-12 11:34:31	nickname,day,Law,laid,shit,fuck	38.97214035	-76.96019938
2012-09-18 07:48:02	game,imma,expert,jump,leg,work,Nigga	40.73615385	-74.19313808
2012-10-07 01:32:06	nun,stranger,speaking	40.68520613	-89.60430686
2012-08-24 05:40:12	RETWEET,Check,vlog,promoting,song,BLOW	32.9973956	-96.8666182
2012-09-11 12:08:52	expect,people,Good	33.8826634	-118.2385871
2012-04-26 05:10:55	Gotta,find,car	31.26815	-85.413788
2012-09-10 05:48:26	window,seat,extra,legroom,RG,bandwagon,skin,redskin,nfl	21.28402612	-157.80079021
2012-09-02 08:00:36	La,Esperanza,es,lo,ke,hace,ke,siga,respirando,aun,cuando,la,presion,de,una,vida,te,este,asficciando,?,?	40.0266264	-75.1326465
2012-05-27 13:00:21	thrown,shit	42.17635274	-83.20184469
2012-09-14 23:28:51	beer,lady,happy,night,paying,beer,Trident,Layer	42.09406193	-84.5299588
2012-09-29 01:20:59	“,Daily,Tweet,Fuck,Queso,”,STOP	30.24897306	-97.32172147
2012-05-01 12:50:00	prayer,CHAPMANS,FRIENDS,LORD,SAFE,HUNT,AMEN	32.735288	-96.595288
2012-10-06 11:32:32	NC,weekend,UNC,VT,game,tomorrow	35.99035393	-78.86268111
2012-09-19 22:58:24	print,broke,printer	39.17521597	-86.51796308
2012-09-06 10:06:50	boy,JPP,doin,work,cowgirl	29.23520927	-82.93831506
2012-07-11 10:30:29	food,pronto	33.6383089	-84.4316444
2012-09-27 09:10:47	put,biz,twitter,u,wanna,tx,u,number	34.03926157	-117.49787229
2012-06-15 22:20:12	Hollister,Knoxville,TN	35.92514953	-84.03700009
2012-08-03 14:40:52	talking,abt,color	42.0483632	-88.1140458
2012-10-02 23:56:02	Deep,East,Fairfield,Fairfield,California	38.26001786	-122.02123367
2012-10-14 15:04:38	“,Randomly,woke,bck,sleep,fucking,great,”	38.7611713	-76.9742871
2012-10-05 10:30:17	pretty,good,complain	36.59565286	-87.32643055
2012-06-30 06:40:08	Excited,working,Internet,Skype	43.86236728	-95.44376465
2012-09-04 08:12:18	God,gonna,die,gonna,die,gonna,die,Blake,driving,home,??????	36.21781787	-115.24817719
2012-09-25 20:00:55	hate,comming,school,wkh,wet,hair	34.142803	-83.463045
2012-08-06 07:30:27	people,coming	42.01635398	-71.47656337
2012-09-14 06:40:27	PETE,BOYS,Kustom,Pete,Rise,MM,Shit,Tweet,Krib	34.2362801	-77.9204166
2012-09-21 05:34:36	told,mom,picture,cover,photo	40.72978312	-73.99802219
2012-09-11 20:20:59	Nursing,Job,alert,RN,Inpatient,Med,Surg,Pediatric,Peace,Health,Bellingham,WA,Job	48.7595529	-122.4882249
2012-09-14 04:22:34	hot,wing,pretty,fuckin,good	39.09210054	-94.57913713
2012-10-01 10:20:56	waiting,credible,source	33.6867031	-84.0844854
2012-04-10 04:50:22	Day	34.79736	-87.69331
2012-05-08 04:10:16	dude	45.5447942	-122.70798862
2012-10-04 18:40:35	Omg,sleep,early,night,woke,time,setting,alarm	29.50529448	-98.6593976
2012-08-23 00:50:36	Young,Harri,College,find,beer,room,expelled,ft,tall,bamboo,tree,room,WTF	34.93177029	-83.84737759
2012-05-28 07:40:09	Guy,smell,good	32.86543852	-91.39016647
2012-10-11 23:54:16	fan,baseball,great,day,today,script,October,game,s,game,s,MLB,POSTSEASON	40.55464583	-74.13122149
2012-10-15 01:20:44	Mark,word,world,Trav,O	41.31354822	-73.83512702
2012-06-30 03:40:10	pulled,cop,drinking,today,reply,sir,reply	43.1890135	-76.12117415
2012-08-02 03:50:18	girl,rag,Imagine,day,everyday,people,live	34.03394032	-117.94766998
2012-07-01 13:40:08	check,home,morning,tomorrow	41.3569478	-82.1063544
2012-06-28 06:40:53	Sang,Grand,Ol,Opry,today,Stood,circle,legend,felt,ghost,spent	36.178313	-86.740428
2012-07-17 08:30:14	wrote,college,essay,fuck,yeah,productivity	41.8202188	-71.4123259
2012-08-10 06:30:51	period,horny,feel,cat,heat,walk,rubbing,vagina,floor	42.2422243	-72.2763989
2012-05-21 23:30:19	people,love,body,pay,lot	33.876108	-117.890044
2012-09-21 10:18:52	remember,nigga,ate,pizza,french,fry,lol,KTown	36.29773894	-78.36225525
2012-09-23 23:50:22	attitude,problem,today,tf,jus,playin,chill,nigga	34.02900727	-83.61530271
2012-05-04 15:00:54	broke,game,losing,streak,tonight,u,r,require,attend,game,notthesquirrel	37.55105923	-77.47009613
2012-07-08 21:40:43	Hey,heard,wild	44.93865445	-93.25267295
2012-09-09 12:22:22	Pic,mad,Year,Boyz,?,s,party,Steph,Crib	42.20056915	-70.92715454
2012-04-15 00:20:47	la,la,long,Fresh,baguette,pâté,Bizalion,pic	42.181879	-73.364982
2012-05-23 19:10:15	day,peace,Greenon,High,School,?	39.86911277	-83.89133544
2012-10-15 14:46:28	Amanda,Todd,Tube,video,read,article,death,rest,peace,?	40.73004033	-73.8983048
2012-09-03 14:07:50	Nigga,hold,stop,tha,pres	30.4099011	-97.7474654
2012-10-06 12:28:40	Blow,whistle,bitch	45.65298047	-122.67503875
2012-09-17 20:00:45	Mobile,Equipment,Operator,Louisiana,Department,State,Ci,Lake,Charle,LA,Transportation,Job	30.23	-93.22
2012-10-07 08:36:46	slut,judging,slut,slut	42.47622666	-122.80583834
2012-08-17 08:10:42	Thankyou,brother,making,super,awkward,good	41.37333993	-81.69961059
2012-08-12 03:40:34	bucket,list,lakelife	36.63281461	-93.5915456
2012-04-27 09:30:04	Yy,Playin,Muhh,Fucka,Hard,N,Paint,Twatt,N,Biq,Sis,Voice,Fool	36.14427388	-86.74453318
2012-08-25 13:00:08	Drinking,chocolate,milk,feel,year,nevergetsold	38.9552915	-89.7700742
2012-09-01 03:02:05	love,check,program	32.8204152	-96.8760898
2012-06-19 02:50:58	Bought,cute,stuff,shore,store,score,Shore,Store	39.94527074	-74.06977057
2012-07-29 11:50:55	respect,respect	33.494447	-82.5220865
2012-10-12 07:56:05	“,phone,number,?,Team,Android	29.69450797	-91.1956955
2012-06-10 07:00:04	Netflix,sleep,eat,cuddle,eat,Nextflix,love,love,love,Love	39.7415784	-105.03922078
2012-08-08 08:30:28	Nagano,dinner,jealou	33.6827439	-78.9845252
2012-09-04 07:07:55	D,smaller,RT,proud	38.9042112	-77.072422
2012-06-09 08:10:00	hay,problema,con,eso,de,tus,teta,sean,pequeña,alguien,te,va,querer,exactamente,por,cómo,ere,yo,pero,alguien	18.00775	-66.01713
2012-09-22 03:34:19	Give,tax,incentif,company,hire,number,people,year	30.40759144	-88.91464532
2012-07-31 13:50:08	feel,day,school,tomorrow,lol,orientation	38.03267468	-121.30816543
2012-08-21 07:40:44	SCRUBS,important,fashion,closet,scrub	35.15492977	-90.20602827
2012-07-01 20:30:27	looked,yummy,menu,order,Tonga,Toast,recommended,Kona,Cafe	28.35278078	-81.6024391
2012-04-24 02:20:55	Terminal,C,Dalla,TX,w	32.89735354	-97.0371294
2012-07-06 08:00:36	Bitch,Sweet,Tuh	33.71635879	-84.37548756
2012-06-03 08:00:29	sound,damn,Indian,lol	38.57450672	-90.28628901
2012-09-17 02:36:13	possibly,expres,feeling,response,confus	41.82325	-72.52849
2012-09-13 10:54:04	eat,pizza,knockout,tomorrow	42.5675545	-87.8562626
2012-10-04 06:24:25	felt,work,today,prepared,Lol	30.39918275	-88.98708719
2012-09-28 19:38:07	Traditional,District,Indianapoli,Edition,read,neighbor,Trail,Fisher	39.9542	-86.06582
2012-07-16 16:10:36	“,hyped,Fucking,steroid,man,”,roidrage,part,sequel	34.02901076	-117.65387761
2012-10-11 13:52:10	Awh,Ed,perfect,ginger,angel,heaven,inspire	45.4224866	-122.8167444
2012-09-23 04:10:25	pap,hiding,bed,wot,da	40.90295171	-78.24552845
2012-10-12 12:04:18	Yankee,extra,inning,magic	40.52011249	-89.00110401
2012-10-12 09:06:47	Flipping,Oriole,game,Vice,Presidential,Debate,Critical,TV	39.09126558	-76.53953662
2012-09-27 08:42:11	Truth,real,date	46.2615992	-119.5024177
2012-09-05 01:04:12	Lame,ny,giant,fan	32.8233413	-96.8199261
2012-09-07 17:58:26	wanted,track,hold,time	33.1824752	-81.3513327
2012-05-22 23:20:22	gave,u,number	31.56781364	-91.35697554
2012-09-05 06:44:00	proper,terminology,wench	42.2811426	-83.7288892
2012-10-13 11:36:17	sad,moment,realize,flower,weekk	41.4464984	-82.679735
2012-09-01 13:19:24	uncle,Mo,Joe,Dirt,dad,meet,man	34.78832706	-96.67041052
2012-09-06 10:00:57	Today,long,day	34.66257985	-98.42444777
2012-09-03 14:51:17	Mother,Delight,home	40.80267036	-73.9341415
2012-06-21 09:20:53	Visiting,Christoval,Texa,Check,great,app,news,weather,hotel,food	31.23461	-100.52031
2012-09-03 21:04:08	wth,big,F,word	32.85772164	-97.03539645
2012-05-26 09:30:42	singlelady,remind	42.29417907	-71.19325926
2012-04-16 20:40:34	school,late,YOLO	29.72700863	-95.64762667
2012-10-05 03:54:47	tubby,dough,boy,?	34.07044004	-118.45318195
2012-10-04 22:10:17	Elementary,School,Memory,racing,line,leader	40.67203552	-111.9411612
2012-06-10 01:20:23	Popeye,move	38.48671084	-77.98362692
2012-04-26 16:30:13	homebrewing,shit,amazon,week,email,Crap,resistanceisfutile	36.11905916	-115.14474594
2012-08-21 12:40:24	Omg,cutest,couple,Scissor,Castle	40.82013087	-74.22162105
2012-10-09 08:42:35	Hospitalist,Opportunity,Idaho,Fall,HCA,Idaho,Fall,Internal,Medicine,Practice,Job	43.4665808	-112.0341374
2012-07-31 11:50:47	Yea,nigga,fucked,?,Southland,Country,Club	33.77575429	-84.15181182
2012-10-02 07:22:46	h,Ve,fun,watching,tv	39.1051369	-93.2048609
2012-06-26 14:00:48	Bang,Bang	36.17507441	-86.60021055
2012-09-15 11:22:58	note,Paula,Patton,gorgeou,MI,Ghost,Protocol	33.82197751	-84.3319488
2012-05-10 13:40:17	girl	42.43932518	-79.33213414
2012-07-14 01:10:02	happy,friday,babe,forget,save,date,summer,soirée,July	40.76428874	-73.85808189
2012-09-26 11:16:20	alright,working,meaning,text,mom,wrote,dad	36.379618	-84.1140238
2012-09-04 05:24:34	ur,mom,rip,ass,checkout,line,blame,mom,Ppl,Walmart	39.77369976	-89.71369743
2012-09-09 02:44:56	cousin,wedding,wanna,drive,car,limo,?	33.69391065	-118.00244794
2012-09-20 04:46:58	walk,mind,dirty,foot	40.73131463	-73.96938462
2012-10-02 07:34:04	n,nigga,T,ray	32.53369522	-94.36089993
2012-10-01 02:44:31	Viking,making,special,team,walk,park	40.42928	-80.57338
2012-09-22 03:54:06	Chloe,Corner,Phoenx,Downtown,AZ	33.44768559	-112.07387336
2012-08-17 03:40:04	Djs,drink,Chapter,Modern,Local	33.74715015	-117.86946363
2012-09-16 12:24:52	Honesty,great,trait	33.93872153	-81.22456555
2012-09-02 04:28:00	Valley,Health,Nurs,Registered,Nurse,Job,Woodstock,VA,Nursing,Nurse,Job,Job,Tweet,Job	38.8817784	-78.5058429
2012-04-12 12:00:56	Goodnightttt,?	26.40584086	-80.07799362
2012-09-10 11:44:29	Eagle,Pond,Walled,Lake,MI	42.54177791	-83.48373038
2012-08-07 05:30:59	Rec,night,detail,Merrymount,Park	42.26274301	-71.00958209
2012-09-07 04:26:58	Demm,mf,cheated,quit,playin,dis,gamw	39.85062517	-86.04203575
2012-09-02 13:09:00	Told,mom,telling,tattoo,response,body	33.88657337	-118.24958255
2012-07-14 16:10:52	Mannnnnnnnnnnn,yu,gt,number,txt	38.58340454	-76.91040039
